1143;-536810232
1715;1
2287;1
2858;1
3429;1
4000;1
4571;1
5141;1
5711;1
6281;1
6850;1
7418;1
7986;1
8554;1
9120;1
9686;1
10252;1
10816;1
11380;1
11942;1
12504;1
13065;1
13625;1
14184;1
14742;1
15299;1
15854;1
16408;1
16961;1
17513;1
18064;1
18613;1
19160;1
19707;1
20251;1
20794;1
21336;1
21876;1
22414;1
22951;1
23486;1
24019;1
24550;1
25079;1
25606;1
26132;1
26655;1
27177;1
27696;1
28213;1
28729;1
29242;1
29752;1
30261;1
30767;1
31271;1
31772;1
32271;1
32768;1
33262;1
33753;1
34242;1
34728;1
35212;1
35693;1
36171;1
36647;1
37119;1
37589;1
38056;1
38521;1
38982;1
39440;1
39895;1
40347;1
40797;1
41243;1
41686;1
42125;1
42562;1
42995;1
43425;1
43852;1
44275;1
44695;1
45112;1
45525;1
45934;1
46340;1
46743;1
47142;1
47538;1
47930;1
48318;1
48702;1
49083;1
49460;1
49833;1
50203;1
50569;1
50931;1
51289;1
51643;1
51993;1
52339;1
52681;1
53019;1
53353;1
53683;1
54009;1
54331;1
54649;1
54963;1
55272;1
55577;1
55878;1
56175;1
56467;1
56755;1
57039;1
57319;1
57594;1
57864;1
58131;1
58393;1
58650;1
58903;1
59151;1
59395;1
59635;1
59870;1
60100;1
60326;1
60547;1
60763;1
60975;1
61183;1
61385;1
61583;1
61776;1
61965;1
62149;1
62328;1
62502;1
62672;1
62837;1
62997;1
63152;1
63302;1
63448;1
63589;1
63725;1
63856;1
63982;1
64103;1
64220;1
64331;1
64438;1
64540;1
64637;1
64729;1
64816;1
64898;1
64975;1
65047;1
65114;1
65176;1
65234;1
65286;1
65333;1
65376;1
65413;1
65446;1
65473;1
65496;1
65513;1
65526;1
65533;1
65535;1
65533;1
65526;1
65513;1
65496;1
65473;1
65446;1
65413;1
65376;1
65333;1
65286;1
65234;1
65176;1
65114;1
65047;1
64975;1
64898;1
64816;1
64729;1
64637;1
64540;1
64438;1
64331;1
64220;1
64103;1
63982;1
63856;1
63725;1
63589;1
63448;1
63302;1
63152;1
62997;1
62837;1
62672;1
62502;1
62328;1
62149;1
61965;1
61776;1
61583;1
61385;1
61183;1
60975;1
60763;1
60547;1
60326;1
60100;1
59870;1
59635;1
59395;1
59151;1
58903;1
58650;1
58393;1
58131;1
57864;1
57594;1
57319;1
57039;1
56755;1
56467;1
56175;1
55878;1
55577;1
55272;1
54963;1
54649;1
54331;1
54009;1
53683;1
53353;1
53019;1
52681;1
52339;1
51993;1
51643;1
51289;1
50931;1
50569;1
50203;1
49833;1
49460;1
49083;1
48702;1
48318;1
47930;1
47538;1
47142;1
46743;1
46340;1
45934;1
45525;1
45112;1
44695;1
44275;1
43852;1
43425;1
42995;1
42562;1
42125;1
41686;1
41243;1
40797;1
40347;1
39895;1
39440;1
38982;1
38521;1
38056;1
37589;1
37120;1
36647;1
36171;1
35693;1
35212;1
34728;1
34242;1
33753;1
33262;1
32767;1
32271;1
31772;1
31271;1
30767;1
30261;1
29752;1
29242;1
28729;1
28213;1
27696;1
27177;1
26655;1
26132;1
25606;1
25079;1
24550;1
24019;1
23485;1
22951;1
22414;1
21876;1
21336;1
20794;1
20251;1
19707;1
19160;1
18613;1
18064;1
17513;1
16961;1
16408;1
15854;1
15299;1
14742;1
14184;1
13625;1
13065;1
12504;1
11942;1
11380;1
10816;1
10252;1
9686;1
9120;1
8554;1
7986;1
7418;1
6850;1
6281;1
5711;1
5141;1
4571;1
4000;1
3429;1
2858;1
2287;1
1715;1
1143;1
571;1
0;1
-571;1
-1143;1
-1715;1
-2287;1
-2858;1
-3429;1
-4000;1
-4571;1
-5141;1
-5711;1
-6281;1
-6850;1
-7418;1
-7986;1
-8554;1
-9120;1
-9686;1
-10252;1
-10816;1
-11380;1
-11943;1
-12504;1
-13065;1
-13625;1
-14184;1
-14742;1
-15299;1
-15854;1
-16408;1
-16961;1
-17513;1
-18064;1
-18613;1
-19160;1
-19707;1
-20251;1
-20794;1
-21336;1
-21876;1
-22414;1
-22951;1
-23485;1
-24019;1
-24550;1
-25079;1
-25606;1
-26132;1
-26655;1
-27177;1
-27696;1
-28213;1
-28729;1
-29242;1
-29752;1
-30261;1
-30767;1
-31271;1
-31772;1
-32271;1
-32767;1
-33262;1
-33753;1
-34242;1
-34728;1
-35212;1
-35693;1
-36171;1
-36647;1
-37119;1
-37589;1
-38056;1
-38521;1
-38982;1
-39440;1
-39895;1
-40348;1
-40797;1
-41243;1
-41686;1
-42125;1
-42562;1
-42995;1
-43425;1
-43852;1
-44275;1
-44695;1
-45111;1
-45525;1
-45934;1
-46340;1
-46743;1
-47142;1
-47538;1
-47929;1
-48318;1
-48702;1
-49083;1
-49460;1
-49833;1
-50203;1
-50569;1
-50931;1
-51289;1
-51643;1
-51993;1
-52339;1
-52681;1
-53019;1
-53353;1
-53683;1
-54009;1
-54331;1
-54649;1
-54963;1
-55272;1
-55577;1
-55878;1
-56175;1
-56467;1
-56755;1
-57039;1
-57319;1
-57594;1
-57864;1
-58131;1
-58392;1
-58650;1
-58903;1
-59151;1
-59395;1
-59635;1
-59870;1
-60100;1
-60326;1
-60547;1
-60763;1
-60975;1
-61183;1
-61385;1
-61583;1
-61776;1
-61965;1
-62149;1
-62328;1
-62502;1
-62672;1
-62837;1
-62997;1
-63152;1
-63302;1
-63448;1
-63589;1
-63725;1
-63856;1
-63982;1
-64103;1
-64220;1
-64331;1
-64438;1
-64540;1
-64637;1
-64729;1
-64816;1
-64898;1
-64975;1
-65047;1
-65114;1
-65177;1
-65234;1
-65286;1
-65333;1
-65376;1
-65413;1
-65446;1
-65473;1
-65496;1
-65513;1
-65526;1
-65533;1
-65536;1
-65533;1
-65526;1
-65513;1
-65496;1
-65473;1
-65446;1
-65413;1
-65376;1
-65333;1
-65286;1
-65234;1
-65177;1
-65114;1
-65047;1
-64975;1
-64898;1
-64816;1
-64729;1
-64637;1
-64540;1
-64438;1
-64331;1
-64220;1
-64103;1
-63982;1
-63856;1
-63725;1
-63589;1
-63448;1
-63302;1
-63152;1
-62997;1
-62837;1
-62672;1
